HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:17:00 000:000:000,34502
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:18:00 000:000:000,34065
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:19:00 000:000:000,33827
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:20:00 000:000:000,34449
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:21:00 000:000:000,35153
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:22:00 000:000:000,33431
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:23:00 000:000:000,33929
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:24:00 000:000:000,34183
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:25:00 000:000:000,34244
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:26:00 000:000:000,34448
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:27:00 000:000:000,34356
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:28:00 000:000:000,33793
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:29:00 000:000:000,34218
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:30:00 000:000:000,34795
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:31:00 000:000:000,34496
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:32:00 000:000:000,34074
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:33:00 000:000:000,33540
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:34:00 000:000:000,33666
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:35:00 000:000:000,34398
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:36:00 000:000:000,33631
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:37:00 000:000:000,34008
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:38:00 000:000:000,33379
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:39:00 000:000:000,33998
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:40:00 000:000:000,35118
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:41:00 000:000:000,34041
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:42:00 000:000:000,33250
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:43:00 000:000:000,34335
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:44:00 000:000:000,33625
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:45:00 000:000:000,33527
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:46:00 000:000:000,34160
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:47:00 000:000:000,34215
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:48:00 000:000:000,34639
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:49:00 000:000:000,34368
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:50:00 000:000:000,33836
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:51:00 000:000:000,34342
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:52:00 000:000:000,34820
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:53:00 000:000:000,34632
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:54:00 000:000:000,34023
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:55:00 000:000:000,34255
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:56:00 000:000:000,33841
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:57:00 000:000:000,33867
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:58:00 000:000:000,33662
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:59:00 000:000:000,34530
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:00:00 000:000:000,35062
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:01:00 000:000:000,34318
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:02:00 000:000:000,33622
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:03:00 000:000:000,34090
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:04:00 000:000:000,34513
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:05:00 000:000:000,34463
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:06:00 000:000:000,34247
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:07:00 000:000:000,33870
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:08:00 000:000:000,33963
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:09:00 000:000:000,33945
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:10:00 000:000:000,34141
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:11:00 000:000:000,34707
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:12:00 000:000:000,34985
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:13:00 000:000:000,34315
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:14:00 000:000:000,33567
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:15:00 000:000:000,33669
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:16:00 000:000:000,33963
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:17:00 000:000:000,33605
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:18:00 000:000:000,33963
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:19:00 000:000:000,34574
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:20:00 000:000:000,34412
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:21:00 000:000:000,33391
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:22:00 000:000:000,33984
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:23:00 000:000:000,34891
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:24:00 000:000:000,33982
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:25:00 000:000:000,33832
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:26:00 000:000:000,34412
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:27:00 000:000:000,34887
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:28:00 000:000:000,34492
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:29:00 000:000:000,33784
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:30:00 000:000:000,33660
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:31:00 000:000:000,33889
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:32:00 000:000:000,34276
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:33:00 000:000:000,34455
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:34:00 000:000:000,34186
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:35:00 000:000:000,33817
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:36:00 000:000:000,34331
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:37:00 000:000:000,34240
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 04:38:00 000:000:000,33552
